#id	run	addr	len	ptrs	orig_hex	orig_text	translation
323	277	0x044220	38		a2eb0df595c301caf57af512f688f50eb601e3b5f522c1c301bde7bfc9bac4a6dcbddabd01c6	「<EB><0D><A95>では<A7A><A12><B88><A0E>が\nお<A22>ちです<E7>そのことをわすれずに	
324	278	0x044247	13	0x040614	e02c00fb8894f8eb04b6b2e90f	←界<00><FB>ネヤ<F8><EB><04>かい<E9><0F>	
325	279	0x044255	60	0x040616	a2a5a5ba01d7dd208e7ec001d6e3baddc5f5e9c6c5afc1cfafc3e7c301b7d9bac4c5d7e3b1c0bcb60120f52cb601dcd8c6c5d8ace3f5efb6afc0c9c6	「‥‥ごらん ホセだよ\nこんな<AE9>になっちまって<E7>できることなら\nあたしが <A2C>がわりになりゃ\n<AEF>かったのに	
326	280	0x044292	84	0x040618	fb8894f8eb15ca20b1c0bcc95bc6f52edac3e3bab32062afc0ddc001e7b1c435f500c30120e3bac960a6f55dce01bd20afc3c8e7c5be0120eb15cae3bac960a6f5e8d8c6bcd6b3afc3e33eafc0ddc001dbb3a5a5	<FB>ネヤ<F8><EB><15>は あたしの前に<A2E>れて\nこう 言ったんだ<E7>あと５<A00>で \nこの世を<A5D>ぼす ってね<E7>なぜ <EB><15>は\nこの世を<AE8>りにしようって\n思ったんだろう‥‥	
327	281	0x0442e7	47	0x04061a	fb8894f8cca9a5a5e7bfdbbfdbe3c4d1d7b2c9f58bf58ca6bcc5b7ace3b2b9c5b2c8e7b1c0bcca20b3c1c6f5b1d9d6	<FB>ネヤ<F8>ふぅ‥‥<E7>そろそろ\nとむらいの<A8B><A8C>をしなきゃ\nいけないね<E7>あたしは うちに<AB1>るよ	
328	282	0x044317	46	0x04061c	fb8894f8eb0dc62aafc0d7e3b1c0bcb6d7205cb2c0bac4a6e7c1acddc420eb13bbcfc6e3b5f593b4bdd9ddc001d6	<FB>ネヤ<F8><EB><0D>に行ったら\nあたしから 闇いたことを<E7>ちゃんと <EB><13>さまに\nお<A93>えするんだよ	
329	283	0x044346	20	0x04061e	f0c4ea1d208e7ec9c5b7b601d7c001a5a5eee41d	<F0>と<EA><1D> ホセのなきがらだ‥‥<EE>★<1D>	
330	283	0x04435a	15	0x040620	a2b1c6b721e3b7c3b8dac0ddc001c8	「あにき！\nきてくれたんだね	
331	284	0x04436a	74	0x040622	a263ddbc01cfafc3207a01929dd6e7b5dabb20eb15c6f507f590d8e3b6cfbcc0ddc001b9c401e7b1b2c2208f7c01c301f5ebb6afc0d6e72fb601c2b2c0d7e3b5da2063ddc301c0d3ddc5	「死んじまって ゴメンよ<E7>おれさ <EB><15>に<A07><A90>り\nかましたんだけど<E7>あいつ マジで<AEB>かったよ<E7>気がついたら\nおれ 死んでたもんな	
332	285	0x0443b5	67	0x040624	e200193a1de200193a1de200193a1da2c301d32065cabfdacec401e3f5f0b22ff581bc01acc5b2ddc001e7d3b3e3b5da205ef5f8f5f9c001d6e7bc01acb1c820b1c6b7	★<00><19>石<1D>★<00><19>石<1D>★<00><19>石<1D>「でも 今はそれほど\n<AF0>い気<A81>じゃないんだ<E7>もう\nおれ 大<AF8><AF9>だよ<E7>じゃあね あにき	
333	286	0x0443f9	32	0x040626	f0c4ea1d20eb04c9f569c6e3f568b60120f5a8b2f5a9cfdac3b2b8a5a5eee41d	<F0>と<EA><1D> <EB><04>の<A69>に\n<A68>が <AA8>い<AA9>まれていく‥‥<EE>★<1D>	
334	286	0x044419	28	0x040528	e02d00f0c4ea1de90500006320eb11c9c5b7b601d7c001a5a5eee41d	←腕<00><F0>と<EA><1D><E9><05><00><00>死 <EB><11>のなきがらだ‥‥<EE>★<1D>	
335	286	0x044435	22	0x04052a	a2bad720eb0421e77c79c0c2d7e3bdd9ddbc01acc8aa	「こら <EB><04>！<E7>シケたつら\nするんじゃねぇ	
336	287	0x04444c	133	0x0406e0	e200193a1de200193a1de200193a1da2a5a5b5daca20baddc5ccb3c6e3c5afc1cfafc0b9c401e7b55bb60120caddca02c58f88bcc0d7e38a0179c324d9b6d7c521e5e9213ca2bfb3b2d4a5a5e7b55bc6f5f1bcc4b8d3c9b601e3b1afc0ddc001e7bfbac983b08c0199c9f50ea6e3f5b2bcc3d0c3b8dae7bfdabc01ac20b601ddca01dad621	★<00><19>石<1D>★<00><19>石<1D>★<00><19>石<1D>「‥‥おれは こんなふうに\nなっちまったけど<E7>お前が はんは<02>なマネしたら\nバケて出るからな！★<E9>！者「そういや‥‥<E7>お前に<AF1>しとくものが\nあったんだ<E7>そこのテーブルの<A0E>を\n<AB2>してみてくれ<E7>それじゃ がんばれよ！	
337	288	0x0444d2	33	0x040820	e04500e933f0c4ea1d2083b08c0199c9f50ec6f120eb19a635c2f402c2b9c021e2	←Ｅ<00><E9>３<F0>と<EA><1D> テーブルの<A0E>に<F1> <EB><19>を５つ<F4><02>つけた！★	
338	289	0x0444f4	7		85e908c2eee41d	ナ<E9><08>つ<EE>★<1D>	
339	289	0x0444fb	21	0x0406fa	fbeb0af8cfbd01caeb33c9f59fcde32ab7cfbcaeb3	<FB><EB><0A><F8>まずは<EB>３の<A9F>へ\n行きましょう	
340	290	0x044511	33	0x0406f6	e02f00fbeb33f8eb15b6013bc3b2c0c9c301bdc8e3d4cad8207b017601b084c6d3	←気<00><FB><EB>３<F8><EB><15>が来ていたのですね\nやはり ザガートにも	
341	291	0x044533	182	0x0406f8	fbeb0af8b4b4e7f400f512b60120eb142ca6e3f55dce01bfb3c4bcc3b2d9c9cae3eb25c9bac4c9d6b3c301bde5fbeb33f8b5b52120c5ddc4b2b3bac4c001e7bfdacec401cfc30120eb15c9f5f2d8a6e3b6b7c0c3c020bfc9dcb9c4ca3fe5fbeb0af8dcb6d8cfbedde7dcb6afc3b2d9c9cae3f5e5f5a4c6caeb24b601c5b220c4e3b2b3bac4c001b9c301bde5fbeb33f8eb27b6a5a5e7dcc0bcca20f5e8d8c9f500cfc301e3bac9f577f578a6f5f3b9d9c2d3d8c301bd	<FB><EB><0A><F8>ええ<E7><F4><00><A12>が <EB><14>界を\n<A5D>ぼそうとしているのは\n<EB>時のことのようです★<FB><EB>３<F8>おお！ なんということだ<E7>それほどまで <EB><15>の<AF2>りを\nかきたてた そのわけとは？★<FB><EB><0A><F8>わかりません<E7>わかっているのは\n<AE5><AA4>には<EB>出がない と\nいうことだけです★<FB><EB>３<F8><EB>力か‥‥<E7>わたしは <AE8>りの<A00>まで\nこの<A77><A78>を<AF3>けるつもりです	
342	292	0x0445ea	57	0x0406fc	fbeb33f8bbb120eb04bbdde3eb0abbdde7b5f5b8f5b9c9f582f59cf59da6e3bac9dcc0bcc926c301f59bd7bec3e3b8c001bbb2e7bbb120decd	<FB><EB>３<F8>さあ <EB><04>さん\n<EB><0A>さん<E7>お<AB8><AB9>の<A82><A9C><A9D>を\nこのわたしの手で<A9B>らせて\nください<E7>さあ 中へ	
343	293	0x044624	62	0x040700	fbeb0ae4ef47006346e04700a2eb15c9beb2b6e3eb1ac0c1d3f5ebb8c5afc3b2cfbde7c301b7d9c001b9d6b2f582f59cf59da6e3bfdbb4c0b2d3c9c301bd	<FB><EB><0A>★<EF>Ｇ<00>死Ｆ←Ｇ<00>「<EB><15>のせいか\n<EB><1A>たちも<AEB>くなっています<E7>できるだけよい<A82><A9C><A9D>を\nそろえたいものです	
344	294	0x044663	26		a2eb12bbddca20d1b6b2c9f5f5c301e3f5f4ddc301b2d9eb27d6	「<EB><12>さんは むかいの<AF5>で\n<AF4>んでいる<EB>力よ	
345	295	0x04467e	49	0x0406e4	fbeb12f8eb04e78e7eca20dcc0bca6e3f5badbb3c4bcc320eb15c6e7dcc0bce3bfc9bac4a63eb3c4e7eb1ec401b3bcc3d3	<FB><EB><12><F8><EB><04><E7>ホセは わたしを\n<ABA>ろうとして <EB><15>に<E7>わたし\nそのことを思うと<E7><EB><1E>どうしても	
346	296	0x0446b0	17	0x0406e6	f0c4ea1d20eb12caf5f7b2c3b2d9eee41d	<F0>と<EA><1D> <EB><12>は<AF7>いている<EE>★<1D>	
347	296	0x0446c1	63	0x0406e8	fbeb12f8dcc0bcb601eb04c9f5cdf5cec6e31fafc3b2afc0d7e7eb15ca20bfbac6b2c0c9e7c301d320f58d3ef64cc8e3bfc925cae3badcb2c43edcc5b6afc0	<FB><EB><12><F8>わたしが<EB><04>の<ACD><ACE>に\n<1F>っていったら<E7><EB><15>は そこにいたの<E7>でも <A8D>思<B4C>ね\nその時は\nこわいと思わなかった	
348	297	0x044701	41	0x0406ea	fbeb12f8c8aa20eb04e3dcc0bcca5ef5f8f5f9d6e7d3b320f537f538bcc5b2c301e3f5a1a6f5f3b9c3	<FB><EB><12><F8>ねぇ <EB><04>\nわたしは大<AF8><AF9>よ<E7>もう <A37><A38>しないで\n<AA1>を<AF3>けて	
349	298	0x04472b	25	0x0406ec	fbeb12f822b7c320f5b1afc3b7c3a5a5e7f5b8f5b9d620eb04	<FB><EB><12><F8>生きて <AB1>ってきて‥‥<E7><AB8><AB9>よ <EB><04>	
350	299	0x044745	49	0x0406ee	e03000fbeb0af8eb12bbddc9e3b801b1b2ca20b2b6b601c301bcc03fe5e9211e20bfdbbfdbe3eb0dc6f597b6b2cfbcaeb3	←０<00><FB><EB><0A><F8><EB><12>さんの\nぐあいは いかがでした？★<E9>！<1E> そろそろ\n<EB><0D>に<A97>かいましょう	
351	300	0x044777	42	0x0406f0	a2eb0dcd2ab8c6cae3bac9f542b6d7f54ff54dc62aafc0e3f519f551a6f556d9c9b601f54cf564c301bd	「<EB><0D>へ行くには\nこの<A42>から<A4F><A4D>に行った\n<A19><A51>を<A56>るのが<A4C><A64>です	
352	301	0x0447a2	27	0x040a3c	f0c4ea1d20eb1ac9b3c5d8f55eb601e35cbab4c3b7c0a5a5eee41d	<F0>と<EA><1D> <EB><1A>のうなり<A5E>が\n闇こえてきた‥‥<EE>★<1D>	
353	301	0x0447bd	2	0x040494	e908	<E9><08>	
354	302	0x0447c0	26		f0c47b1de92e3164c5e90885e9213ce94e23e9124b0200000000	<F0>とサ<1D><E9>。１子な<E9><08>ナ<E9>！者<E9>Ｎ兵<E9><12>Ｋ<02><00><00><00><00>	
355	303	0x0447db	5		2126840000	！手ト<00><00>	
356	304	0x0447e1	35	0x040496	f0c4ef1df201061c0620eb04c0c1cae37a01b09a91a6f570bcc021e9050000a8eee41d	<F0>と<EF><1D><F2><01><06><1C><06> <EB><04>たちは\nゴーレムを<A70>した！<E9><05><00><00>ぃ<EE>★<1D>	
357	304	0x044804	57	0x04049a	fbeb0af8c5be0120baddc5f54bc6e37a01b09a91b601a5a5e7dcc0bcb60120eb0fbbcfc4e3babaa6f556afc025cae3c5c6d3c5b6afeb28b601	<FB><EB><0A><F8>なぜ こんな<A4B>に\nゴーレムが‥‥<E7>わたしが <EB><0F>さまと\nここを<A56>った時は\nなにもなかっ<EB>（が	
358	305	0x04483e	28	0x04070c	f0c4ea1d20eb04c0c1cae3f735f402c9f506cdc4f556bbdac0eee41d	<F0>と<EA><1D> <EB><04>たちは\n<F7>５<F4><02>の<A06>へと<A56>された<EE>★<1D>	
359	305	0x04485a	29	0x04070e	a2d6b3babfeb0dcde7eb13f688f50eb601b5f522c1c301bde3bac1d7cd	「ようこそ<EB><0D>へ<E7><EB><13><B88><A0E>がお<A22>ちです\nこちらへ	
360	306	0x044878	23	0x040628	fbeb0ff8babac6b5dcbdb601e3eb0df57af512c301b1d9	<FB><EB><0F><F8>ここにおわすが\n<EB><0D><A7A><A12>である	
361	307	0x044890	229	0x04062a	f201031c06fbeb13f8b5b520d6b8bf013bc3b8dac0c5e3eb04d621e7eb0ad3e3ba01f607f690c301b1afc0e5e9213cf201151c06fbeb0af8f688f50ec620ba01f658f5b5b601eb2ae5e9213cf201031c06fbeb13f8f524bcc3d0d6e5e9213cf201151c06fbeb0ae4ef1f807649a27b017601b0842076988c0197c4d3c6e3eb15c926c30120f55dce01bbdacfbcc0e7bfc9f5fb20eb15cae3a235f500f5d220bac960a6f55dce01bda3e3c420f542c93cc6f524bcc0bfb3c301e5e9213cf201031c06fbeb13f8b3d1e7f5e5f5a4c6f53dbbdac0eb24cae33eb2c9f64420f5fcc5b2d6b3c001	<F2><01><03><1C><06><FB><EB><13><F8>おお よくぞ来てくれたな\n<EB><04>よ！<E7><EB><0A>も\nご<B07><B90>であった★<E9>！者<F2><01><15><1C><06><FB><EB><0A><F8><B88><A0E>に ご<B58><AB5>が<EB>行★<E9>！者<F2><01><03><1C><06><FB><EB><13><F8><A24>してみよ★<E9>！者<F2><01><15><1C><06><FB><EB><0A>★<EF><1F>タカＩ「ザガート カリブラともに\n<EB><15>の手で <A5D>ぼされました<E7>その<AFB> <EB><15>は\n「５<A00><AD2> この世を<A5D>ぼす」\nと <A42>の者に<A24>したそうで★<E9>！者<F2><01><03><1C><06><FB><EB><13><F8>うむ<E7><AE5><AA4>に<A3D>された<EB>出は\n思いの<B44> <AFC>ないようだ	
362	308	0x044976	65		a2eb15cabdc301c6e3b2b8c2b6c9f542c6f52edac3b2cfbde7d4cad8e3a2dcb601f55ff560a6f522c3a3c4c9f55ecae3eb15c6f623b2c5b2d6b3c301bde5ee4a49	「<EB><15>はすでに\nいくつかの<A42>に<A2E>れています<E7>やはり\n「わが<A5F><A60>を<A22>て」との<A5E>は\n<EB><15>に<B23>いないようです★<EE>ＪＩ	
363	308	0x0449b7	12	0x04062c	f201031c06fbeb13f8eb0fd6	<F2><01><03><1C><06><FB><EB><13><F8><EB><0F>よ	
364	309	0x0449c4	77	0x04062e	f201151c06fbeb0ff8caafe5e9213cf201031c06fbeb13f8b5cfb4c6f5fdbec0f577f578e3f5c1b601c8ca01c5d7c7d6b3c001e5e9213cf201151c06fbeb0ff8ba01f5fef537b8c001bbb2e3f5	<F2><01><15><1C><06><FB><EB><0F><F8>はっ★<E9>！者<F2><01><03><1C><06><FB><EB><13><F8>おまえに<AFD>せた<A77><A78>\n<AC1>がねばならぬようだ★<E9>！者<F2><01><15><1C><06><FB><EB><0F><F8>ご<AFE><A37>ください\n<F5>	
365	310	0x044a12	13		f600f556d8f5bdd2c3b5d8cfbd	<B00><A56>り<ABD>めております	
366	311	0x044a20	140	0x040630	f201031c06fbeb13f8eb04d6207701998a019984d6e7b5cfb4c0c1c6d3e3f501d0c0b2f577f578b601b1d9c9c001b601e732f505c4d320c001b2cc01e3f601dac3b2d9d6b3c001c5e7f5cdf5cea6f523f53fbbbed9d5b4e365f500cad5afb8d8f5f4ddc301b8dae5e92178f0c4ea1d20eb04ca20f595c9f594f602c301e3f5f4d1bac4c6c5afc0e90feee41d	<F2><01><03><1C><06><FB><EB><13><F8><EB><04>よ ギルバルトよ<E7>おまえたちにも\n<A01>みたい<A77><A78>があるのだが<E7>２<A05>とも だいぶ\n<B01>れているようだな<E7><ACD><ACE>を<A23><A3F>させるゆえ\n今<A00>はゆっくり<AF4>んでくれ★<E9>！ク<F0>と<EA><1D> <EB><04>は <A95>の<A94><B02>で\n<AF4>むことになった<E9><0F><EE>★<1D>	
367	311	0x044aac	49	0x040540	fbeb01f8dcdad720bac9f594f5bca6e3f5b2f603bccfbcc0c4badbe7bbd7c62031f505e3eb16a6f531f402b2c0bccfbcc0	<FB><EB><01><F8>われら この<A94><ABC>を\n<AB2><B03>しましたところ<E7>さらに １<A05>\n<EB><16>を<A31><F4><02>いたしました	
368	312	0x044ade	58	0x040542	fbeb03f8babab6d720f54ff54ec95ff604c6e3eb14c401d3c9f605b601ba01bb01b2cfbde7bfc9dec6f606ddc301b2d9c9cae3f506f623b2eb29	<FB><EB><03><F8>ここから <A4F><A4E>の方<B04>に\n<EB><14>どもの<B05>がございます<E7>その中に<B06>んでいるのは\n<A06><B23>い<EB>）	
369	313	0x044b19	38	0x040544	f201031c06a2a5a5b2d42032f505c001e7bac9b1c0d8c6e3eb16ca32f505b2d9bf01e3eb01d6	<F2><01><03><1C><06>「‥‥いや ２<A05>だ<E7>このあたりに\n<EB><16>は２<A05>いるぞ\n<EB><01>よ	
370	314	0x044b40	38	0x040546	f201151c06a2d320f524bcf5c8ba01bb01b2cfbedd21e7dcc0b8bcc9e3f56fc1f5bec301eb2a	<F2><01><15><1C><06>「も <A24>し<AC8>ございません！<E7>わたくしの\n<A6F>ち<ABE>で<EB>行	
371	315	0x044b67	47	0x040548	f201031c06a2cfb120d6b2e7bfc9b2bd01dab6c9eb16b601e3eb10c9f54af57df54ba6e39fafc3b2d9c6f623b2c5b2	<F2><01><03><1C><06>「まあ よい<E7>そのいずれかの<EB><16>が\n<EB><10>の<A4A><A7D><A4B>を\n知っているに<B23>いない	
372	316	0x044b97	49	0x04054a	f201031c06a2b5cfb4c0c1cae3d3b3f5945fb60120c401bac6b5d9b6e3f5b2d824bdc9c001e6f201151c06a2c0c001c1c6	<F2><01><03><1C><06>「おまえたちは\nもう<A94>方が どこにおるか\n<AB2>り出すのだ<E6><F2><01><15><1C><06>「ただちに	
373	317	0x044bc9	8	0x040556	e90896a2b3abdd21	<E9><08>ヨ「うぉん！	
374	318	0x044bd2	10	0x040558	e90896a2dcb5b5ddb5dd	<E9><08>ヨ「わおおんおん	
375	319	0x044bdd	12	0x04055a	a2cacccacc20cacccacccacc	「はふはふ はふはふはふ	
376	320	0x044bea	14	0x04055c	e90896a2b5b5dd20b5b5dde90896	<E9><08>ヨ「おおん おおん<E9><08>ヨ	
377	321	0x044bf9	88	0x04055e	f201151c06a2b5f60dbccc01d8c301bd20eb00bbcfe5f201061c06a2eb16c001c5a5a5e6f201151c06fbeb0bf8cab2e5e9213c20dcc0bccae3f58df60ff58d63c6c5afc3b6d7e7c401ddc5c6f5e5b601f52ca6f6bbafc0b6	<F2><01><15><1C><06>「お<B0D>しぶりです <EB><00>さま★<F2><01><06><1C><06>「<EB><16>だな‥‥<E6><F2><01><15><1C><06><FB><EB><0B><F8>はい★<E9>！者 わたしは\n<A8D><B0F><A8D>死になってから<E7>どんなに<AE5>が<A2C>を<BBB>ったか	
378	322	0x044c52	41	0x040560	fbeb0bf8eb00bbcfe3b5f566b2b2c0bccfbde7dcc0bca6f5acbcc3b8c001bbb2e5f201061c06a2eb1e	<FB><EB><0B><F8><EB><00>さま\nお<A66>いいたします<E7>わたしを<AAC>してください★<F2><01><06><1C><06>「<EB><1E>	
379	323	0x044c7c	8	0x040562	f201151c06a273b0	<F2><01><15><1C><06>「ウー	
380	324	0x044c85	78	0x040564	e02200fbeb0bf8b5cfb4c0c1e3c5c6a6bdd92fc0013f21e7c001d2c00120b2b9c5b2af2121e5e9211ee90896a2759d759d759d21e90896e9211ee90896e9210fe90896e9213ce912b30200000000	←生<00><FB><EB><0B><F8>おまえたち\nなにをする気だ？！<E7>だめだ いけないっ！！★<E9>！<1E><E9><08>ヨ「オンオンオン！<E9><08>ヨ<E9>！<1E><E9><08>ヨ<E9>！<0F><E9><08>ヨ<E9>！者<E9><12>う<02><00><00><00><00>	
381	325	0x044cd4	19		04fe0a05820000050300000505000005860000	<04><FE><0A><05>ツ<00><00><05><03><00><00><05><05><00><00><05>ニ<00><00>	
382	326	0x044ce8	141	0x040566	fbeb0bf8f402f548bcc3b8daeb28c8e7b1c97287c0c1c6e3f5f02fcac5b2c9c301bda5a5e7c0c00120bac9dcc0bca6e3b6ca01b5b3c4bcc3a5a5e5f201061c06a2dcb6afc3b2d9e8f6d9d7caf532f581c0c1c9f52cf581a6e3dcb7cfb4c3b2d9e8f6d9d7c6f528cac5b2a5a5e8f52cf581a6dcb7cfb4c73cc6c9d0e3f5accab1c0b4d7dad9c9c001e90500003b	<FB><EB><0B><F8><F4><02><A48>してくれ<EB>（ね<E7>あのイヌたちに\n<AF0>気はないのです‥‥<E7>ただ このわたしを\nかばおうとして‥‥★<F2><01><06><1C><06>「わかっている<E8><BD9>らは<A32><A81>たちの<A2C><A81>を\nわきまえている<E8><BD9>らに<A28>はない‥‥<E8><A2C><A81>をわきまえぬ者にのみ\n<AAC>はあたえられるのだ<E9><05><00><00>来	
383	327	0x044d76	77	0x040568	f201061c06a2eb10ca20c401bac6b2d9c9c0013fe5f201151c06fbeb0bf8f610bc01c3b5d8cfbedde3c0c001a5a5e7eb10bbcfca20d3cad4e3bac960c6b2c5b2d6b3c52fb601e3bdd9c9c301bd	<F2><01><06><1C><06>「<EB><10>は どこにいるのだ？★<F2><01><15><1C><06><FB><EB><0B><F8><B10>じておりません\nただ‥‥<E7><EB><10>さまは もはや\nこの世にいないような気が\nするのです	
384	328	0x044dc4	179	0x04056a	a2dcc0bcc4f611bc01eb16b601e3bac9f612d8c6b2d9cabd01c301bde7bfc93cb6019fafc3b5d9b6d3e3bcdacfbedde5f201061c06e9213ca2bcc320eb0bd6e8eb2e20badacfc301c9f51cf613a6e3c5c6a6d3f567bbbd01e8babac30120c0c001f558c9ba01c4b8e3f614ba01bcc3b2c0c9b63fe6f201151c06e90829e92178a2eb1ee7eb00bbcfe3dcc0bcca20b1d925e32fc201b7cfbcc0e7eb14ca20b1c5c0c6e3f55dce01bbdad9f60861c6b1d9bac4a6	「わたしと<B11>じ<EB><16>が\nこの<B12>りにいるはずです<E7>その者が知っておるかも\nしれません★<F2><01><06><1C><06><E9>！者「して <EB><0B>よ<E8><EB>。 これまでの<A1C><B13>を\nなにをも<A67>さず<E8>ここで ただ<A58>のごとく\n<B14>ごしていたのか？<E6><F2><01><15><1C><06><E9><08>）<E9>！ク「<EB><1E><E7><EB><00>さま\nわたしは ある時\n気づきました<E7><EB><14>は あなたに\n<A5D>ぼされる<B08>命にあることを	
385	329	0x044e78	54	0x04056c	a2bfbab6d720dcc0bccaa5a5e7f5a7d0a6f615c3f616d8e3f60861a6f617b91fdad9bac4a6e3f505f5a4c6f529b4f618d2c3b7cfbcc0	「そこから わたしは‥‥<E7><AA7>みを<B15>て<B16>り\n<B08>命を<B17>け<1F>れることを\n<A05><AA4>に<A29>え<B18>めてきました	
386	330	0x044eaf	57	0x04056e	a2f505b601d0c520b1c5c0c926c6d6d8e322cfda63c7c9c301b1daca01e7dcdad7cae3bfbac301f600d2d7dac0f60861c6e3f619b3f644eb29	「<A05>がみな あなたの手により\n生まれ死ぬのであれば<E7>われらは\nそこで<B00>められた<B08>命に\n<B19>う<B44><EB>）	
387	331	0x044ee9	70	0x040570	fbeb0bf8dcc0bcc9c301b7d9bac4cae7c0c00120f5e8d8c9f500c9c0d2c6e3f5c3d9bac4c9d0c301bde5f201061c06e9213ca2d3afc4d3d7bcb2bac4a6a5a521e90800eee41d	<FB><EB><0B><F8>わたしのできることは<E7>ただ <AE8>りの<A00>のために\n<AC3>ることのみです★<F2><01><06><1C><06><E9>！者「もっともらしいことを‥‥！<E9><08><00><EE>★<1D>	
388	331	0x044f2f	23	0x040572	f201061c06a2f51ac6f55dbed621e943e937e92405000d	<F2><01><06><1C><06>「<A1A>に<A5D>せよ！<E9>Ｃ<E9>７<E9>出<05><00><0D>	
389	332	0x044f47	74	0x040574	f0c4ea1d20f50af50bf401eb0bcae322b7c0f558c6c5afc0e5e9213c20f51ac6f68cb7f616d8c6bcc0e3eb00c9f40027b601d6d0b601b4d9e920090000000a050fe90844e92178eee41d	<F0>と<EA><1D> <A0A><A0B><F4><01><EB><0B>は\n生きた<A58>になった★<E9>！者 <A1A>に<B8C>き<B16>りにした\n<EB><00>の<F4><00>力がよみがえる<E9> <09><00><00><00><0A><05><0F><E9><08>Ｄ<E9>！ク<EE>★<1D>	
390	332	0x044f91	169	0x040576	ef4b00e44fe04b00f201061c06a2f402c2b6afc0c9b63fe6f201151c06fbeb01f8cab2e7eb00bbcfc9e3b5afbcacd9c4b5d8c301bcc0e7d3b331f505c9eb16cae3747d7ab084f513f514c6b5d8cfbde5e9213ca2f513f514cababab6d7e3f6f5f6f6bf01b2a6f54fc6f50ed8e7f72ea6f5f1afc3f519f551a6c7b9c0f54bc6e3eb2ae5f201061c06a2b3d1e8eb2e20f575b7f5f3b7e3f53dd8c9eb16a6f5b2bee6f201151c06a2cab2	<EF>Ｋ<00>★Ｏ←Ｋ<00><F2><01><06><1C><06>「<F4><02>つかったのか？<E6><F2><01><15><1C><06><FB><EB><01><F8>はい<E7><EB><00>さまの\nおっしゃるとおりでした<E7>もう１<A05>の<EB><16>は\nエスコート<A13><A14>におります★<E9>！者「<A13><A14>はここから\n<BF5><BF6>ぞいを<A4F>に<A0E>り<E7><F7>。を<AF1>って<A19><A51>をぬけた<A4B>に\n<EB>行★<F2><01><06><1C><06>「うむ<E8><EB>。 <A75>き<AF3>き\n<A3D>りの<EB><16>を<AB2>せ<E6><F2><01><15><1C><06>「はい	
391	333	0x04503b	27	0x040578	f0c4ea1d20f5ddf50eb6d7e3f55eb6015cbab4c3b8d9a5a5e9083b	<F0>と<EA><1D> <ADD><A0E>から\n<A5E>が闇こえてくる‥‥<E9><08>来	
392	334	0x045057	28	0x04051e	a2a5a59fd7dde7eb15c420bac9dcbcb601e326a6f61ad1c5c401c421	「‥‥知らん<E7><EB><15>と このわしが\n手を<B1A>むなどと！	
393	335	0x045074	88	0x04057a	fbeb08f8bfddc58301809792a6e3b5cfb420eb25c6a5a5e5f2010b1c06fb9a72f8b5bcaccd01d8ca20d3b3f61bd2dbe7d6b85cb920eb08d6e3eb2e2063c7c9c001e7eb0da620f505f506a6e3f5e7f574afc0f528c301c521	<FB><EB><08><F8>そんなデタラメを\nおまえ <EB>時に‥‥★<F2><01><0B><1C><06><FB>レイ<F8>おしゃべりは もう<B1B>めろ<E7>よく闇け <EB><08>よ\n<EB>。 死ぬのだ<E7><EB><0D>を <A05><A06>を\n<AE7><A74>った<A28>でな！	
394	336	0x0450cd	24	0x04057c	f201061c06a29a72d6e3f5c6b7ca20dcdac9f577f578c001	<F2><01><06><1C><06>「レイよ\n<AC6>きは われの<A77><A78>だ	
395	337	0x0450e6	113	0x04057e	fbeb08f8eb1e21e799209920eb002121e5f2010b1c06fb9a72f8b5c9dae3cfc0bcc3d320f5bbf400bdd9b6e5f201061c06a2bbb120bfbaa6c401b9e8dcdaca20bfbac6b2d9e3eb16c4f579b601bcc0b2e6f201151c06fbeb08f8baafc1caf579bdbac4c5c401c5b2bf01e3c5c6d3c5b221	<FB><EB><08><F8><EB><1E>！<E7>ル ル <EB><00>！！★<F2><01><0B><1C><06><FB>レイ<F8>おのれ\nまたしても <ABB><F4><00>するか★<F2><01><06><1C><06>「さあ そこをどけ<E8>われは そこにいる\n<EB><16>と<A79>がしたい<E6><F2><01><15><1C><06><FB><EB><08><F8>こっちは<A79>すことなどないぞ\nなにもない！	
396	338	0x045158	43	0x040580	fbeb08f8eb00d621e7b5cfb4c6d3e3bac9f58eb2c9c6d3e7dcbcca20cfc001e370bbdad9c2d3d8cac5b221	<FB><EB><08><F8><EB><00>よ！<E7>おまえにも\nこの<A8E>いのにも<E7>わしは まだ\n殺されるつもりはない！	
397	339	0x045184	35	0x040582	f0c4ea1d20eb08ca20ccc4badbb6d7e3f5d6d824bcc0f61ca6f61dd0cebcc021eee41d	<F0>と<EA><1D> <EB><08>は ふところから\n<AD6>り出した<B1C>を<B1D>みほした！<EE>★<1D>	
398	339	0x0451a7	43	0x040584	fbeb08f89a72d6e7babaca20b5cfb4bbddc6e3cfb6bec0bf01b2eaec2022b7c3b2c0d720cfc0f61eb5b321	<FB><EB><08><F8>レイよ<E7>ここは おまえさんに\nまかせたぞい<EA><EC> 生きていたら また<B1E>おう！	
